id,gender,platform_engagement
2084,Female,31.05
8632,Other,67.28
5042,Female,78.68
1753,Female,24.66
2182,Other,50.28
4798,Female,5.74
3506,Other,76.5
5133,Female,38.14
3296,Female,14.55
4148,Other,16.35
9088,Other,83.3
1365,Male,30.74
9688,Other,88.98
1042,Other,44.67
1663,Other,76.1
1435,Other,83.81
4269,Other,61.91
4750,Other,52.3
5122,Female,60.26
2097,Male,68.53
4623,Male,62.99
9579,Male,69.65
1113,Male,24.23
8805,Female,75.16
7944,Other,64.6
1860,Other,86.09
9919,Other,69.07
4850,Male,3.25
1809,Male,59.05
6517,Male,14.41
4245,Other,55.67
9249,Male,49.72
8591,Female,37.44
6520,Male,25.95
8661,Male,14.24
2178,Male,83.27
3300,Other,58
8904,Other,73.79
9009,Male,36.27
4573,Male,13.72
1074,Female,83.55
6971,Male,72.49
3052,Other,24.9
3065,Other,87.48
7531,Female,19.81
9864,Male,65.37
8731,Female,0.56
5948,Female,65.55
5454,Male,56.31
8101,Other,79.24
6115,Female,22.6
5524,Female,5.97
3813,Female,78.38
2657,Male,85.28
2251,Other,49.11
2715,Female,35.77
8892,Female,17.61
5949,Female,7
6414,Other,11.8
6531,Male,24.59
9985,Female,18.92
6105,Other,54.61
2523,Male,73.54
2442,Female,26.61
3551,Male,98.25
4636,Male,75.89
8053,Female,81.04
7126,Other,44.13
9810,Male,76.95
5093,Other,82.8
9607,Male,4.56
3502,Other,95.62
4119,Female,32.93
6709,Female,92.4
2814,Female,26.76
3319,Male,29.97
6147,Female,90.11
6711,Female,51.13
7290,Female,76.01
5882,Other,89.21
9847,Male,76.04
3768,Female,46.06
2033,Male,32.39
4204,Female,67.46
8291,Other,39.91
1040,Other,96.21
7169,Male,17.02
7032,Female,66.03
7276,Other,18.23
7375,Female,82.12
7438,Female,80.04
5287,Female,4.77
4307,Male,37.94
7905,Female,23.21
3501,Female,93.4
6773,Female,8.77
7254,Other,33.24
6151,Male,68.85
8317,Male,12.97
5405,Other,52.2
6499,Other,15.17
1744,Female,59.67
2160,Female,88.45
8597,Male,78.37
2970,Male,64.59
2729,Female,46.81
4347,Other,67.88
5607,Male,26.27
3094,Other,90.91
6453,Other,14.27
2122,Female,35.74
3781,Female,37.2
7599,Female,83.18
3794,Other,5.17
5708,Female,92.16
7627,Male,65.9
4662,Female,27.25
9694,Male,19.78
5602,Female,90.32
3909,Other,14.56
5288,Male,47.6
4973,Male,35.48
6498,Female,74.82
7617,Female,39.47
5095,Other,33.69
6275,Other,61.1
4539,Other,80.45
2373,Male,71.23
2864,Female,99.31
1738,Male,66.35
7026,Female,79.55
9439,Other,94.96
4447,Male,35.78
3284,Other,52.88
8057,Other,84.64
6235,Male,17.65
9367,Male,73.27
3618,Male,14.27
3553,Other,53.43
1057,Female,37.72
4474,Other,70.98
6257,Other,78.82
6355,Male,55.88
5009,Female,46.8
7869,Other,74.11
5771,Other,32.14
4461,Female,36.3
3285,Female,64.24
1041,Male,15.76
8870,Male,58.74
6476,Male,88.78
2961,Other,4.36
9631,Male,19.99
7395,Other,8.94
6852,Female,63.94
7415,Female,11.93
2308,Male,16.43
4609,Female,75.44
9678,Female,90.78
5913,Male,35.25
4726,Other,73.83
5417,Female,31.33
7356,Male,42.91
6269,Male,85.12
3561,Other,28.06
2951,Male,17.76
2765,Other,89.88
5370,Female,40.56
3390,Female,97.3
4605,Other,98.93
2954,Female,80.67
3769,Female,26.44
1335,Other,97.06
4135,Male,23.66
4344,Other,47.01
6569,Female,87.54
8587,Male,12.92
5012,Female,41.15
6868,Female,95.34
7181,Other,52.66
4266,Female,31.74
5510,Female,36.11
6604,Male,2.08
5215,Other,73.36
5082,Other,76.72
8607,Other,42.54
3411,Female,74.03
3049,Female,33.88
4956,Female,45.15
1649,Female,54.89
4832,Male,55.62
1421,Other,91.18
7665,Male,93.89
5533,Female,31.63
4273,Other,29.16
8914,Female,21.19
9623,Male,67.64
9568,Other,39.03
5820,Other,82.25
7124,Female,57.18
5078,Male,21.82
4367,Other,98.33
2672,Other,68.73
5318,Other,14.32
6874,Male,81.74
3594,Female,35.62
6671,Other,94.15
4052,Female,9.37
6270,Female,91.39
9881,Female,58.21
7981,Male,11.8
7205,Female,56.45
8878,Male,50.35
2343,Male,7.86
6656,Male,10.2
9635,Male,83.2
2096,Female,48.77
7323,Female,17.5
6087,Other,38.6
5273,Other,62.75
1977,Other,24.25
3308,Other,61.61
6790,Female,23.56
7909,Female,48.86
7585,Other,66.14
2255,Other,10.73
6981,Female,79
2237,Other,83.69
8642,Female,42.96
5333,Female,82.45
1062,Male,70.85
3202,Female,69.79
5245,Female,55.68
9104,Female,45.46
3213,Other,39.6
1442,Other,19.14
4508,Female,40.36
3201,Male,17.28
2020,Other,34.89
5668,Female,65.88
2697,Female,84.2
5621,Male,63.99
2014,Other,57.73
9327,Other,82.98
8256,Male,37.53
9764,Female,89.7
9541,Male,88.93
1766,Other,96.41
7168,Female,42.91
3173,Other,67.51
2531,Male,92.54
7089,Female,63.2
8535,Male,0.93
2808,Other,33.5
6068,Other,20.55
8117,Male,47.38
3080,Male,25.17
2334,Other,5.81
7936,Male,77.57
5894,Female,8.9
8478,Other,50.36
6679,Other,70.85
2671,Male,5.62
8249,Male,20.66
8284,Male,38.14
3861,Other,4.95
7452,Female,78.91
2851,Female,5.04
9996,Female,53.88
9110,Other,46.01
3571,Female,86.64
9813,Other,21.8
2344,Other,43.45
2704,Male,60.16
9952,Other,36.97
2999,Male,71.92
5721,Other,56.97
9027,Other,25.48
9112,Female,94.84
9977,Other,77.81
3235,Other,39.33
8837,Male,32.47
9155,Other,57.4
1743,Male,52.11
7551,Other,15.3
5548,Male,11.64
8034,Male,16.41
8391,Other,15.67
4728,Male,29.36
7545,Male,56.96
7783,Female,63.53
8037,Female,37.03
9466,Male,92.12
7774,Other,20.64
9173,Male,35.44
9758,Male,13.16
1623,Female,68.34
2032,Other,96.89
3161,Male,21.23
6187,Female,24
5254,Other,48.74
2453,Female,26.6
2695,Other,57.04
8912,Female,11.21
7962,Other,46.82
3488,Other,16.38
1728,Female,71.51
5501,Other,10.79
9641,Male,48.62
2469,Other,56.74
9429,Female,46.45
4782,Male,84.31
4188,Other,51.1
3828,Female,93.53
7368,Other,81.78
4172,Other,68.12
1345,Other,19
3518,Other,77.46
8311,Female,62.32
8725,Female,26.77
4324,Male,25.67
3333,Male,67.75
2546,Female,79.33
7982,Male,86.2
9026,Other,58.97
7400,Other,79.74
1383,Female,31.2
5360,Female,25.05
1513,Female,83.86
4534,Other,28.29
6329,Male,19.01
4553,Other,88.12
1333,Female,89.08
2331,Male,49.81
8894,Female,31.83
8011,Male,11.66
1906,Male,80.72
5423,Male,73.99
6524,Male,78.89
8772,Male,14.06
9072,Female,29.46
7327,Female,29.08
8127,Male,1.35
4537,Male,18.25
9353,Female,62.78
8697,Male,7.72
3199,Other,64.6
5897,Other,22.01
7509,Female,8.2
5470,Male,0.88
9166,Male,81.77
6038,Male,79.18
9458,Other,18.04
7045,Male,5.5
7600,Female,98.95
3447,Male,37.03
5478,Other,72.43
2100,Male,30.79
6486,Male,37.1
5933,Male,17.57
7043,Female,11.74
9808,Female,61.14
4638,Male,34.13
5067,Female,78.47
1799,Male,63.06
8228,Male,15.29
8666,Other,96.14
9157,Male,77.66
8089,Other,49.35
4859,Other,18.83
4446,Male,74.87
6264,Other,48.67
4338,Female,61.74
8051,Female,1.05
8377,Male,88.68
8393,Female,2.14
9079,Male,11.81
3261,Other,94.34
5242,Other,55.15
1291,Male,8.39
6436,Male,78.73
9825,Male,86.83
4106,Male,54.15
4651,Other,47.69
2768,Female,8.91
2401,Male,25.45
4185,Other,0.36
6696,Male,43.83
1443,Female,69.23
8889,Other,21.81
2960,Female,58.56
9972,Male,31.88
6841,Female,44.66
5086,Other,86.07
8271,Other,39.67
1939,Male,37.29
9822,Female,94.76
3715,Male,54.12
2422,Male,34
7201,Male,41.72
8033,Female,60.74
6116,Other,32.46
9472,Female,23.95
8673,Other,47.93
4422,Other,61.58
4777,Other,47.81
4470,Other,14.54
5419,Other,70.6
3662,Male,26.27
4259,Female,3.98
2091,Other,20.16
3782,Other,48.21
3835,Male,89.92
7237,Female,51.52
8669,Other,19.9
4067,Female,52.44
9471,Male,20.93
8112,Other,88.31
8545,Other,71.97
9478,Male,18.67
5049,Male,99.75
6664,Female,27.01
3925,Male,21.61
2445,Male,6.2
6253,Other,86.59
7632,Male,98.16
2349,Other,58
1992,Other,41.97
2533,Female,65.91
7917,Male,54.49
9968,Male,2.51
3375,Female,59.64
1002,Female,13.59
3510,Other,6.97
4000,Other,35.28
8297,Other,24.9
6752,Male,36.66
6534,Other,71.11
3232,Male,40.38
1075,Male,11.93
4606,Male,30.05
8733,Female,17.46
8369,Female,25.34
2646,Other,71.19
9473,Other,91.14
9871,Male,58.21
1561,Other,10.7
8855,Male,62.17
9725,Female,88.48
9644,Male,46.91
3824,Other,51.27
9542,Male,51.51
7741,Female,35.9
4389,Other,93.56
1870,Female,62.34
1723,Other,6.59
1084,Female,48.29
7027,Other,22.4
1889,Other,94.69
4647,Female,25.05
8675,Male,46.54
3477,Male,22.92
3218,Female,33.69
6757,Other,34.87
1150,Other,90.05
9899,Male,7.02
7761,Other,71.95
4640,Female,89.8
9371,Other,70.48
8556,Female,80.96
2571,Other,51.94
1298,Male,98.62
8207,Other,46.52
2094,Other,3.24
2261,Female,31.28
4175,Male,14.43
7621,Male,19.72
2245,Other,33.76
8769,Female,71.19
9488,Female,95.04
9921,Male,35.17
2176,Male,97.64
1378,Male,86.67
2989,Other,54.35
7039,Other,69.01
8790,Male,1.15
6488,Other,13.91
3759,Other,28.67
7607,Female,51.33
9546,Female,13.36
4350,Male,3.21
2283,Other,49.54
9332,Male,83.29
8996,Male,82.1
2800,Male,60.9
3279,Other,69.13
6070,Other,53.41
7224,Other,40.88
2268,Female,53.56
4198,Female,52.92
8013,Female,49.63
9941,Female,9.47
4667,Female,70.38
6596,Other,19.53
3756,Male,21.71
5278,Female,13.2
9298,Male,50.87
4384,Female,63.45
1054,Male,65.09
2897,Other,7.62
3215,Male,30.77
3486,Female,39.2
1143,Female,83
1289,Female,18.36
5779,Other,84.71
3188,Male,42.6
4614,Other,45.4
2874,Other,70.33
1998,Male,88.52
3707,Female,31.5
8417,Male,43.3
4476,Other,49.79
7775,Other,97.44
1135,Other,42.36
6412,Male,90.75
8241,Female,15.93
8445,Other,13.81
9394,Female,58.91
2988,Male,14.5
4079,Male,71.98
9883,Female,59.37
4671,Female,23.47
1964,Male,50.63
8879,Other,10.57
2357,Female,76.21
1532,Male,2.58
2447,Male,8.36
2875,Male,34.01
9827,Male,60.72
9852,Female,3.2
5844,Female,90.93
4814,Other,27.95
3327,Other,15.15
5424,Male,98.43
7867,Other,67.48
2109,Male,19.32
7418,Male,15.47
3699,Other,13.23
7938,Female,87.27
1990,Male,37.5
7651,Male,7.72
2712,Other,27.37
6490,Male,76.02
9516,Female,77.19
5965,Male,19.74
7924,Female,18.43
3238,Other,70.28
5076,Female,98.17
2766,Other,65.71
9247,Female,9.36
9004,Female,26.15
3982,Other,39.71
4812,Other,87.4
8442,Male,5.92
8834,Male,69.5
8561,Male,60.61
8463,Female,70.67
4972,Other,29.71
2526,Male,51.79
9548,Male,84.33
8677,Other,88.41
3528,Female,6.2
5676,Other,98.26
4702,Other,91.58
1901,Other,67.24
2275,Male,12.2
7622,Female,18.82
9408,Other,34.84
1588,Other,57.62
8286,Male,71.88
4840,Other,33.23
9358,Female,61.73
2256,Other,51.09
1679,Other,65.57
8707,Female,3.48
5705,Female,16.46
8290,Female,37.45
6450,Other,65.98
7304,Male,3.47
9896,Other,21.23
2726,Other,57.25
6364,Female,85.55
3742,Female,13.5
6015,Female,96.32
7161,Male,77.89
8880,Other,78.48
3351,Other,52.46
3360,Other,65.08
6518,Female,36.67
8178,Female,71.45
8077,Other,76.97
8482,Other,62.98
3626,Male,12.03
8920,Other,5.89
6772,Female,96.6
5571,Other,78.32
5319,Male,77.57
9747,Other,61.57
3935,Other,59.87
5647,Female,91.01
1830,Female,16.07
5947,Male,93.54
7110,Male,93.78
6519,Male,85.92
7565,Male,0.95
5772,Other,75.22
7726,Male,90.82
2138,Other,88.14
3829,Female,41.1
3473,Male,19.01
9737,Other,8.43
8676,Other,10.13
1590,Other,38.6
2352,Female,51.75
3000,Female,80.76
2642,Female,42.23
2341,Other,50.01
4789,Other,25.67
4073,Other,0.92
5320,Female,66.79
9603,Female,46.63
4888,Female,24.01
8352,Female,94.69
8605,Male,41.08
3800,Other,89.39
4829,Male,0.31
3210,Other,29.99
6052,Other,60.75
8380,Female,98.98
9640,Male,68.64
6296,Female,0.4
1541,Female,82.2
3448,Female,88.12
3701,Female,29.23
1916,Female,15.44
7378,Male,50.33
9654,Female,52.67
1533,Other,94.42
6659,Female,3.22
9273,Female,81.26
9934,Other,89.46
6884,Male,79.15
9443,Female,90.25
3305,Male,5.37
6654,Other,28.83
4890,Male,48.13
1708,Female,22.5
2818,Male,76.7
2263,Female,58.86
8744,Female,18.58
7673,Male,26.05
2792,Male,79.92
1684,Other,19.33
3992,Female,19.68
6475,Other,31.28
8376,Male,59.14
2406,Other,3.98
7446,Other,72.36
2958,Other,30.14
1503,Female,46.43
2027,Male,9.25
7668,Male,98.58
7986,Female,45.41
4154,Female,47.46
2426,Other,85.41
9571,Female,87.85
4507,Other,57.82
6081,Male,69.34
4275,Female,53.13
6033,Male,16.25
2620,Male,1.07
9396,Female,71.61
6112,Other,70.54
2046,Other,15.35
5688,Female,14.91
4650,Male,92.24
2507,Male,86.27
4147,Other,9.93
8532,Male,11.58
7482,Male,86.33
4820,Other,11.02
9875,Female,3.65
8022,Other,22.47
5738,Female,87.15
4069,Female,71.08
2969,Other,90.83
8539,Female,40.76
7091,Male,49.29
1309,Male,39.06
2133,Female,53.7
6452,Male,39.28
1300,Male,93.98
9932,Other,69.83
3994,Female,74.32
8584,Other,78.62
1691,Other,94.97
2855,Other,33.4
6859,Other,52.64
2491,Female,90.37
9006,Other,85.29
9294,Other,81.75
7449,Female,25.38
3578,Other,18.9
9209,Male,32.3
3298,Male,85.02
2439,Male,22.28
5934,Male,8.21
4576,Other,4.94
7228,Other,15.16
7975,Male,42.26
3980,Male,73.41
7005,Male,48.03
5726,Other,96.82
8633,Other,16.27
2077,Female,36.92
4158,Female,78.87
4162,Female,50.22
6197,Female,97.49
2630,Other,54.55
4401,Male,87.46
6932,Other,58.94
8031,Male,71.31
5003,Other,62.69
1066,Male,57.16
5748,Other,62.91
1234,Male,92.82
5072,Male,23.87
5924,Female,20.33
8835,Female,13.54
6503,Other,46.71
9923,Male,66.09
2470,Female,34.18
2802,Female,41.92
7767,Female,57.53
9329,Male,23.57
7680,Other,75.89
3326,Female,95.25
4127,Male,99.79
8396,Female,74.94
3514,Male,4.75
4288,Female,35.56
1504,Female,34.31
5825,Other,34.3
8371,Other,0.28
2576,Female,52.19
4734,Male,46.71
1748,Female,82.84
1544,Other,53.14
1719,Male,22.38
2131,Male,90.8
8738,Male,46.77
7961,Female,18.61
1996,Male,41.74
6111,Female,5.15
8495,Male,51.15
6824,Other,62.33
1999,Female,45.21
7334,Female,17.76
6555,Male,80.98
5861,Other,11.47
5610,Other,50.39
6405,Male,86.1
8507,Other,94.07
4271,Male,57.43
8752,Female,51.16
8722,Other,7.79
5486,Male,38.73
9908,Male,49.78
5927,Other,11.63
4111,Other,30.41
1247,Male,91.41
8190,Female,55.81
8566,Male,17.88
4797,Male,41.17
2200,Female,99.06
6072,Male,61.3
7292,Female,21.32
7640,Female,22.33
6090,Other,72.12
9804,Other,31.94
6615,Other,86.96
2435,Female,93.43
5000,Other,71.79
7832,Female,53.71
3916,Other,43.32
3588,Other,49.17
7357,Female,44.57
1144,Female,56.31
3625,Male,27.05
1786,Other,35.97
2424,Female,9.03
9777,Male,35.59
5760,Female,77.27
8557,Male,63.74
5057,Female,38.92
1162,Other,5.17
8706,Other,96.84
3056,Male,92.84
8838,Male,6.05
1235,Other,63.95
3823,Male,85.02
2891,Female,85.93
4940,Female,76.11
2104,Male,60.59
9670,Male,49.02
8227,Male,70.76
4137,Male,33.93
1677,Other,94.54
1617,Other,78.98
1198,Male,71.83
2216,Male,39.13
7538,Male,40.05
3972,Female,2.22
8853,Other,77.86
3604,Other,69.6
7874,Male,83.59
9365,Male,0.62
3184,Male,79.14
8108,Male,63.37
7487,Other,34.04
3155,Female,73.02
2311,Female,24.29
1189,Female,57.36
5525,Other,34.17
1456,Female,73.34
9723,Male,90.42
5701,Male,15.14
2637,Female,59.82
8390,Male,58.35
4331,Female,90.39
6422,Male,86.84
9895,Male,34.17
7177,Female,82.97
1955,Male,72.17
4761,Female,36.66
5375,Female,30.81
6576,Female,21.33
4090,Male,74.02
5257,Other,17.19
4281,Other,2.93
1826,Other,60.42
8750,Male,46.14
8525,Male,20.68
2639,Other,87.77
4286,Female,69.87
6621,Male,37.59
1324,Male,91.12
1221,Male,44.64
5849,Male,95.59
8205,Other,42.35
1441,Male,83.62
8348,Other,90.98
7360,Male,35.55
2395,Male,48.12
7861,Male,5.76
3075,Male,74.04
1713,Female,68.9
6195,Other,79.45
8644,Other,84.29
8177,Other,35.98
5152,Male,2.27
3634,Other,93.27
4304,Male,4.19
4886,Other,91.88
5821,Other,50.41
7838,Female,73.03
4272,Female,67.21
6712,Female,32.37
5311,Other,69.2
3230,Male,63.69
3763,Female,88.57
1344,Male,89.11
1196,Male,69.46
8616,Other,76.03
8026,Male,45.62
8429,Male,11.56
4799,Female,34.64
8466,Other,16.36
1219,Female,15.28
3652,Other,88.41
4764,Female,0.51
9618,Female,23
8886,Male,49.18
5262,Other,31.88
1686,Female,98.54
8461,Female,53.35
1460,Other,31.64
7319,Female,0.75
3570,Other,74.33
3265,Female,10.78
9262,Male,45.96
5248,Female,80.81
5077,Other,89.12
6819,Female,10.7
7352,Other,5.15
1700,Other,67.1
5464,Male,35.24
9819,Other,35.93
8148,Other,48.86
5891,Male,97.15
1536,Other,48.12
8126,Male,54.78
2896,Male,94.22
1182,Other,12.87
7078,Female,12.87
7749,Other,12.71
1060,Male,94.44
2764,Other,60.43
7234,Other,5.05
3451,Male,97.78
2336,Male,52.47
8756,Female,27.11
4889,Other,44.49
3534,Other,47.96
7763,Female,8
6118,Other,91.93
7466,Male,30.27
6951,Male,22.44
9711,Female,27.64
1987,Female,15.48
9979,Other,81.86
2682,Female,89.56
2054,Male,73.74
9581,Female,78.89
1250,Male,69.06
6749,Other,6.88
1207,Other,81.93
5798,Male,45.76
4631,Other,2.79
6705,Other,27.13
9395,Male,12.45
3152,Other,25.23
4095,Other,44.77
3766,Female,94.95
4615,Other,63.2
2003,Female,72.65
3356,Male,32.37
7337,Female,92.1
3069,Male,71.85
7145,Male,25.42
6746,Male,45.69
6891,Male,12.54
9728,Male,12.47
5344,Male,94.11
1487,Male,53.61
1295,Female,77.45
9553,Other,85.78
7116,Male,85.29
4838,Male,22.99
2727,Other,85.41
7559,Other,7.28
4343,Female,60.69
2292,Male,76.39
2075,Female,99.49
8198,Female,4.54
7390,Other,8.35
6106,Other,40.59
8611,Other,25.71
1813,Other,56.23
7382,Other,74.81
9380,Other,74.57
3631,Female,93.74
6791,Female,71.26
8197,Other,97.48
9756,Other,43.45
7648,Other,94.23
1683,Male,76.75
7330,Male,94.01
1759,Male,66.18
5999,Male,97.24
5379,Male,83.19
8871,Male,93.79
3741,Male,20.42
1816,Other,27.63
4785,Male,34.52
5667,Male,87.63
5944,Female,7.44
4743,Male,92.86
2057,Male,52.59
6914,Female,38.41
3855,Male,82.32
3831,Male,52.81
5770,Female,12.86
8204,Female,73.67
4934,Other,19.82
1284,Male,69.99
9645,Male,20.23
3011,Other,44.45
9036,Male,19.33
8021,Male,18.02
5295,Other,85.71
3905,Male,10.38
8682,Female,18.96
5623,Female,38.64
5749,Female,70.79
8754,Other,25.58
3203,Female,88.71
1342,Other,51.64
2203,Male,34.67
6117,Other,57.52
9251,Male,49.12
3680,Other,29.16
7620,Other,87.61
1788,Male,78.52
5631,Other,4.79
9057,Other,68.25
6396,Female,87.14
2713,Other,73.15
9995,Female,62.87
7887,Other,35.22
9300,Other,79.67
5410,Male,9.27
5034,Female,97.52
7285,Male,28.72
7077,Female,97.41
3839,Female,12.57
7888,Female,12.41
7329,Male,31.39
6210,Other,9.07
9293,Other,96.32
1922,Other,24.9
7822,Male,70.28
1093,Other,39.6
2154,Male,54.16
6205,Male,70.33
1516,Other,92.04
7945,Other,96.66
9456,Other,97.02
6563,Other,89.96
1494,Female,1.13
2582,Male,63.51
2909,Male,89.69
1776,Female,41.41
3953,Other,72.36
7038,Other,16.64
1857,Male,42.98
3665,Female,70.41
3336,Male,54.73
1894,Male,85.45
8476,Other,22
5759,Male,21.34
7653,Other,85.08
2567,Male,32.55
6587,Male,70.15
7757,Other,41.33
7609,Female,46.44
3778,Male,25.49
3309,Other,33.31
6677,Female,94.05
8474,Male,21.52
2153,Female,6.35
2542,Male,51.09
2337,Other,83.58
2026,Female,45.85
8138,Other,97.1
8444,Female,31.55
1502,Other,45.39
8331,Male,45.43
6026,Other,99.32
2952,Male,13.53
2430,Male,50.26
4317,Female,57.22
1340,Female,32.68
1475,Female,69.56
8121,Female,59.52
7405,Other,38.37
7764,Male,95.3
8403,Other,71.28
2105,Other,5.19
8302,Female,90.82
6322,Male,2.2
1464,Other,34.93
5672,Female,36.19
9427,Other,41.79
9746,Other,96.87
9842,Other,92.99
9663,Other,8.59
4492,Other,34.77
3133,Male,21.42
2108,Other,26.57
2942,Male,70.78
4952,Other,51.11
1208,Other,0.13
2965,Other,73.43
9232,Other,32.78
4760,Female,59.13
4909,Male,18.7
1336,Male,67.14
6130,Other,99.35
9372,Other,3.13
2554,Other,5.2
3636,Male,39.94
2400,Female,99.71
8259,Other,64.96
1530,Male,88.24
7288,Other,44.69
2611,Other,3.16
2754,Other,93.2
6507,Male,5.53
8212,Other,90.64
5573,Male,46.59
6722,Male,75.45
3901,Female,16.9
7431,Other,94.91
1697,Female,2.16
6787,Other,79.32
5361,Other,90.07
7424,Male,95.51
5443,Male,91.33
6325,Female,5.88
6055,Female,91.59
7022,Male,96.42
8142,Other,62.65
1819,Other,84.05
6769,Female,61.5
2417,Other,67.21
5202,Female,44.57
6342,Female,96.02
5408,Male,38.72
6427,Other,54.74
7042,Other,46.59
4817,Female,32.9
2535,Other,30.77
9734,Female,41.06
4964,Female,83.34
8457,Female,5.65
5428,Female,30.13
1387,Male,80.38
8804,Other,61.16
6862,Other,77.16
7803,Female,61.65
9816,Other,98.27
4456,Female,39.9
2967,Other,65.13
6792,Male,98.6
8203,Female,98.72
1782,Male,79.79
4941,Other,99.6
9992,Other,21.18
2806,Other,68.46
8757,Male,37.58
7442,Female,97.01
3536,Other,4.37
8303,Female,12.1
5983,Female,30.2
6637,Male,44
8455,Other,16.61
3885,Female,62.63
9085,Female,55.56
1568,Female,57.28
6386,Female,63.35
3457,Male,88.05
8953,Male,30.15
7670,Male,58.85
9494,Female,0.36
7485,Female,38.33
3822,Other,11.81
8500,Female,59.04
5346,Male,47.11
8516,Other,61.03
9415,Other,87.69
6830,Female,83.4
3709,Female,59.57
5210,Other,83.19
3737,Other,88.94
8019,Female,34.61
6085,Other,21.9
9147,Other,42.91
5313,Other,39.72
4381,Female,95.63
9203,Other,76.56
5974,Female,56.56
2070,Female,76.72
3254,Female,21.15
9687,Other,46.04
1523,Other,67.51
9033,Female,27.86
7732,Other,44.34
3370,Other,87.38
3137,Female,33.82
1249,Other,88.94
1466,Female,95.81
3104,Other,73.73
9252,Other,71.99
8356,Other,47.47
5056,Male,16.79
2244,Female,56.76
6250,Other,14.91
4591,Female,95.62
2006,Male,59.73
2025,Female,2.86
9038,Male,86.03
3239,Other,28.89
6446,Male,56.37
9794,Other,18.69
2471,Female,17.83
6778,Other,65.49
2496,Other,9.12
1090,Female,7.92
5232,Male,98.76
2705,Female,25.36
5154,Other,48.22
2903,Female,9.04
9098,Other,80.89
3900,Female,11.08
2016,Other,81.54
7855,Other,5.71
1112,Male,76.22
2466,Other,20.71
3341,Male,8.12
9632,Female,71.03
9297,Other,27.58
6571,Female,49
1007,Female,41.65
9097,Other,32.94
6802,Other,41.62
7696,Female,60.18
3520,Other,6.74
7206,Male,26.41
1373,Female,90.7
1052,Male,46.35
3802,Female,69.95
1858,Female,7.58
7596,Male,44.59
2675,Male,41.06
7833,Other,94.83
8847,Male,30.18
5638,Male,40.54
4026,Male,30.53
4213,Male,83.23
8278,Female,39.76
4337,Female,83.75
3389,Male,88.46
1777,Male,80.94
2277,Female,16.16
6221,Other,9.23
7505,Other,34.69
9430,Male,53.35
6166,Other,78.41
7340,Male,17.98
9772,Other,64.25
3445,Female,12.09
2076,Female,58.54
8857,Female,6.45
8884,Male,51.23
5518,Female,68.92
7567,Female,26.04
3324,Male,29.77
7669,Other,89.51
2452,Other,6.66
2841,Female,62.97
1517,Female,77.05
1545,Female,59.99
1986,Female,45.31
4191,Other,4.72
9724,Female,34.59
9442,Other,54.72
5445,Other,33.71
6612,Female,42.7
9684,Other,26.26
4895,Male,83.98
8792,Female,2.55
2219,Male,69.33
2497,Male,64.93
1386,Other,37.87
6058,Male,6.65
4775,Male,44.27
2405,Male,74.83
6199,Male,32.14
2353,Male,79.05
8270,Male,76.36
8485,Other,39.71
2287,Male,86.78
5792,Male,26.77
8917,Other,57.14
4677,Male,31.33
7480,Female,66.72
3490,Male,85.23
5750,Male,69.39
1103,Other,46.99
4787,Female,40.46
4959,Male,57.58
3864,Other,5.72
7797,Male,45.5
9846,Other,61.23
3204,Male,9.04
1903,Male,47.63
3807,Other,36.5
7339,Other,59
4133,Male,56.55
7085,Other,44.92
3274,Female,55.4
7324,Male,33.79
2521,Male,34.74
4435,Female,21.36
3441,Other,79.28
6796,Male,34.47
4335,Male,84.82
6295,Other,54.29
6471,Female,16.46
1827,Male,82.53
9832,Other,29.51
4439,Male,79.21
2962,Male,84.96
3186,Female,86.43
1570,Female,44.01
5300,Male,72.26
8860,Female,94.56
4062,Male,73.81
4918,Female,38.98
8419,Other,53.62
5817,Female,56.79
6532,Male,44.71
6020,Male,97.13
9974,Female,92.22
4835,Other,80.58
9650,Male,3.25
8800,Male,6.41
2196,Male,24.61
6335,Female,46.51
4107,Female,21.74
5903,Female,63.08
6027,Male,74.3
3563,Other,9.2
9947,Female,79.52
2723,Female,12.35
6929,Male,53.68
7049,Female,77.6
8427,Female,17.88
7657,Other,71.62
8951,Female,26.02
1417,Female,33.01
2363,Female,89.1
4308,Female,5.4
6398,Other,8.77
2784,Female,62.18
2478,Male,28.08
3237,Other,22.99
7760,Other,18.58
7845,Other,89.17
1438,Other,90.11
8024,Female,95.23
7958,Female,82.1
1087,Other,61.84
7846,Male,74.84
4391,Male,6.55
9051,Male,47.4
7273,Female,70.53
9116,Male,17.12
9944,Other,98.19
6754,Other,54.37
1685,Male,80.4
2923,Male,81.97
5791,Male,17.23
5400,Female,75.37
1797,Male,42.71
7798,Other,72.46
5456,Female,78.32
4224,Male,41.98
7010,Male,84.44
3195,Other,71.2
7895,Male,77.6
4795,Other,29.91
4628,Female,63.17
8672,Male,3.52
4255,Other,17.3
8582,Male,93.48
6298,Male,65.46
9181,Other,18.43
1133,Female,76.54
7837,Other,92.46
8647,Male,82.13
3882,Male,25.52
1169,Male,68.91
4329,Other,51.44
7093,Other,54.01
2947,Other,95.73
3029,Female,15.25
6655,Female,80.31
6214,Female,14.9
6795,Other,14.19
5364,Other,82.87
2863,Other,16.51
3805,Other,33.75
6674,Other,22.8
1177,Male,66.91
1518,Other,26.42
3466,Male,47.95
6127,Female,10.58
9278,Female,7.05
6067,Other,67.8
