booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,no_of_participants
1459,26,7/26/2022,8/12/2022,8/12/2022,177.06,177.06,9,1
1467,8,12/16/2022,1/1/2023,1/1/2023,392.316,1961.58,12,5
1470,10,9/8/2022,9/25/2022,9/25/2022,492.6175,1970.47,8,4
1474,20,12/6/2022,12/25/2022,12/25/2022,724,724,11,1
1475,23,7/14/2022,7/31/2022,7/31/2022,753.86,1507.72,4,2
1478,12,8/14/2022,8/30/2022,8/30/2022,588.855,1177.71,6,2
1480,3,12/30/2022,1/17/2023,1/17/2023,284.4042857,1990.83,10,7
1489,25,5/22/2022,6/11/2022,6/11/2022,487.22,974.44,7,2
1492,12,5/10/2022,5/27/2022,5/27/2022,20.21166667,121.27,2,6
1494,3,9/19/2022,10/5/2022,10/5/2022,210.1425,1681.14,1,8
1495,13,12/16/2022,1/5/2023,1/5/2023,480.53,961.06,6,2
1496,21,12/5/2022,12/21/2022,12/21/2022,270.88,541.76,8,2
1498,26,9/14/2022,9/30/2022,9/30/2022,214.22,214.22,4,1
1504,26,9/7/2022,9/26/2022,9/26/2022,839.6,839.6,7,1
1508,6,7/23/2022,8/12/2022,8/12/2022,691.75,691.75,7,1
1509,20,11/14/2022,12/2/2022,12/2/2022,177.7075,710.83,8,4
1511,20,11/22/2022,12/11/2022,12/11/2022,1093.74,1093.74,6,1
1512,10,8/1/2022,8/21/2022,8/21/2022,155.84,155.84,12,1
1516,1,10/19/2022,11/7/2022,11/7/2022,320.805,1283.22,7,4
1530,26,12/15/2022,12/30/2022,12/30/2022,651.44,651.44,4,1
1531,12,11/19/2022,12/7/2022,12/7/2022,384.68,1923.4,2,5
1532,2,9/5/2022,9/23/2022,9/23/2022,223.0975,892.39,9,4
1535,2,8/16/2022,9/1/2022,9/1/2022,1423.48,1423.48,5,1
1542,28,9/16/2022,10/5/2022,10/5/2022,1877.54,1877.54,9,1
1544,27,12/14/2022,1/2/2023,1/2/2023,974.04,974.04,7,1
1546,23,11/6/2022,11/25/2022,11/25/2022,78.80571429,551.64,4,7
1549,6,7/1/2022,7/16/2022,7/16/2022,444.31,444.31,2,1
1552,3,6/10/2022,6/29/2022,6/29/2022,1216.82,1216.82,11,1
1556,23,8/30/2022,9/16/2022,9/16/2022,842.59,842.59,12,1
1561,18,10/17/2022,11/1/2022,11/1/2022,89.166,445.83,2,5
1566,19,12/30/2022,1/16/2023,1/16/2023,107.34,429.36,7,4
1570,28,10/28/2022,11/12/2022,11/12/2022,941.29,941.29,1,1
1578,7,10/9/2022,10/24/2022,10/24/2022,61.688,308.44,10,5
1579,20,12/29/2022,1/13/2023,1/13/2023,1195.84,1195.84,8,1
1586,26,10/15/2022,11/2/2022,11/2/2022,902.73,902.73,11,1
1595,5,5/3/2022,5/19/2022,5/19/2022,1631.17,1631.17,4,1
1600,16,6/27/2022,7/13/2022,7/13/2022,50.385,403.08,5,8
1602,29,12/21/2022,1/10/2023,1/10/2023,181.93,181.93,8,1
1607,1,10/4/2022,10/21/2022,10/21/2022,756.44,756.44,12,1
1611,23,6/20/2022,7/5/2022,7/5/2022,306.63,306.63,2,1
1616,14,11/18/2022,12/6/2022,12/6/2022,313.9,313.9,9,1
1624,14,10/11/2022,10/29/2022,10/29/2022,1706.46,1706.46,9,1
1628,17,12/22/2022,1/10/2023,1/10/2023,1868.84,1868.84,5,1
1629,3,8/10/2022,8/27/2022,8/27/2022,1828.68,1828.68,4,1
1633,6,9/9/2022,9/24/2022,9/24/2022,781.6,1563.2,4,2
1636,12,9/25/2022,10/14/2022,10/14/2022,275.74,275.74,10,1
1639,3,5/3/2022,5/18/2022,5/18/2022,253.68,1014.72,5,4
1647,3,7/11/2022,7/27/2022,7/27/2022,1063.91,1063.91,8,1
1649,18,9/5/2022,9/24/2022,9/24/2022,312.2925,1249.17,4,4
1654,4,10/20/2022,11/9/2022,11/9/2022,236.21,236.21,7,1
1659,14,10/27/2022,11/14/2022,11/14/2022,394.462,1972.31,1,5
1667,7,10/2/2022,10/22/2022,10/22/2022,97.31,681.17,1,7
1673,17,10/11/2022,10/31/2022,10/31/2022,1694.02,1694.02,7,1
1674,23,9/6/2022,9/21/2022,9/21/2022,982.18,982.18,11,1
1679,16,5/19/2022,6/4/2022,6/4/2022,109.36,218.72,11,2
1681,3,6/18/2022,7/7/2022,7/7/2022,1908.47,1908.47,4,1
1686,14,12/22/2022,1/9/2023,1/9/2023,1566.5,1566.5,12,1
1687,19,12/14/2022,12/30/2022,12/30/2022,114.63,802.41,3,7
1690,17,10/30/2022,11/19/2022,11/19/2022,1305.3,1305.3,8,1
1691,1,6/25/2022,7/14/2022,7/14/2022,87.97,703.76,9,8
1695,27,12/18/2022,1/3/2023,1/3/2023,371.62,371.62,3,1
1698,22,6/9/2022,6/24/2022,6/24/2022,1576.31,1576.31,11,1
1703,18,12/19/2022,1/6/2023,1/6/2023,266.51,266.51,4,1
1704,28,7/31/2022,8/17/2022,8/17/2022,758.37,1516.74,8,2
1708,22,8/22/2022,9/6/2022,9/6/2022,1926.72,1926.72,9,1
1709,3,7/28/2022,8/14/2022,8/14/2022,847.54,847.54,8,1
1712,6,11/20/2022,12/8/2022,12/8/2022,46.77666667,140.33,2,3
1718,16,5/26/2022,6/14/2022,6/14/2022,94.15142857,659.06,8,7
1722,1,12/8/2022,12/24/2022,12/24/2022,270.8633333,812.59,10,3
1725,4,11/8/2022,11/28/2022,11/28/2022,13.63875,109.11,1,8
1726,14,10/15/2022,11/2/2022,11/2/2022,80.975,485.85,12,6
1728,13,10/2/2022,10/18/2022,10/18/2022,33.60666667,100.82,2,3
1730,2,11/11/2022,11/29/2022,11/29/2022,127.2666667,763.6,11,6
1733,24,6/29/2022,7/17/2022,7/17/2022,1911.98,1911.98,3,1
1735,1,9/1/2022,9/17/2022,9/17/2022,380.33,380.33,2,1
1736,26,12/15/2022,1/2/2023,1/2/2023,1123.67,1123.67,12,1
1737,7,10/22/2022,11/11/2022,11/11/2022,1198.78,1198.78,9,1
1745,3,12/4/2022,12/20/2022,12/20/2022,154.34,308.68,5,2
1747,2,5/26/2022,6/10/2022,6/10/2022,1549.94,1549.94,10,1
1753,13,12/28/2022,1/16/2023,1/16/2023,256.0685714,1792.48,9,7
1756,2,12/12/2022,12/30/2022,12/30/2022,172.8275,691.31,6,4
1759,3,9/10/2022,9/29/2022,9/29/2022,1217.35,1217.35,3,1
1760,8,10/22/2022,11/7/2022,11/7/2022,866.48,866.48,11,1
1761,12,6/25/2022,7/10/2022,7/10/2022,1865.02,1865.02,12,1
1763,2,6/15/2022,7/3/2022,7/3/2022,103.916,519.58,7,5
1769,25,10/18/2022,11/7/2022,11/7/2022,351.16,351.16,3,1
1772,8,7/24/2022,8/10/2022,8/10/2022,114.12625,913.01,12,8
1776,21,12/30/2022,1/15/2023,1/15/2023,208.465,833.86,2,4
1777,4,10/5/2022,10/21/2022,10/21/2022,1962.64,1962.64,5,1
1782,11,5/29/2022,6/17/2022,6/17/2022,1177.5,1177.5,8,1
1789,29,9/18/2022,10/4/2022,10/4/2022,76.66285714,536.64,12,7
1796,21,10/26/2022,11/10/2022,11/10/2022,200.4933333,601.48,4,3
1799,18,9/8/2022,9/26/2022,9/26/2022,108.69,217.38,1,2
1802,15,10/11/2022,10/31/2022,10/31/2022,480.16,480.16,5,1
1803,29,6/17/2022,7/4/2022,7/4/2022,1421.2,1421.2,9,1
1804,15,10/14/2022,11/3/2022,11/3/2022,379.08,379.08,5,1
1806,14,10/16/2022,11/2/2022,11/2/2022,1852.91,1852.91,12,1
1811,18,6/25/2022,7/13/2022,7/13/2022,237.05,237.05,10,1
1812,2,5/4/2022,5/19/2022,5/19/2022,673.52,673.52,3,1
1815,23,6/19/2022,7/8/2022,7/8/2022,981.75,981.75,12,1
1817,23,8/28/2022,9/17/2022,9/17/2022,693.44,693.44,1,1
1824,8,10/25/2022,11/9/2022,11/9/2022,194.832,974.16,6,5
1825,25,12/28/2022,1/15/2023,1/15/2023,162.55,1300.4,12,8
1832,2,9/7/2022,9/24/2022,9/24/2022,975.17,1950.34,5,2
1840,10,5/3/2022,5/22/2022,5/22/2022,1069.86,1069.86,10,1
1842,24,7/6/2022,7/22/2022,7/22/2022,1499.62,1499.62,7,1
1845,5,12/20/2022,1/6/2023,1/6/2023,53.80833333,322.85,12,6
1846,1,9/19/2022,10/6/2022,10/6/2022,486.17,1944.68,12,4
1849,5,12/30/2022,1/15/2023,1/15/2023,503.17,503.17,10,1
1851,13,10/1/2022,10/19/2022,10/19/2022,1818.35,1818.35,11,1
1853,7,9/4/2022,9/22/2022,9/22/2022,1827.46,1827.46,11,1
1854,23,5/6/2022,5/22/2022,5/22/2022,233.6366667,700.91,5,3
1866,21,12/9/2022,12/25/2022,12/25/2022,330.412,1652.06,11,5
1871,26,11/14/2022,12/2/2022,12/2/2022,256.39,1025.56,8,4
1872,11,5/10/2022,5/27/2022,5/27/2022,51.78375,414.27,10,8
1875,14,9/22/2022,10/8/2022,10/8/2022,524.585,1049.17,4,2
1876,26,6/4/2022,6/24/2022,6/24/2022,1313.33,1313.33,1,1
1882,26,7/21/2022,8/7/2022,8/7/2022,841.145,1682.29,3,2
1884,23,8/26/2022,9/11/2022,9/11/2022,740.275,1480.55,3,2
1885,17,11/27/2022,12/15/2022,12/15/2022,880.875,1761.75,1,2
1886,29,10/10/2022,10/25/2022,10/25/2022,809.86,809.86,6,1
1887,3,8/16/2022,9/2/2022,9/2/2022,922.59,922.59,6,1
1888,18,10/25/2022,11/12/2022,11/12/2022,774.84,774.84,9,1
1898,15,7/10/2022,7/27/2022,7/27/2022,83.29125,666.33,5,8
1905,13,6/10/2022,6/30/2022,6/30/2022,430.27,430.27,9,1
1907,1,12/30/2022,1/16/2023,1/16/2023,414.545,829.09,6,2
1909,27,6/10/2022,6/28/2022,6/28/2022,301.1983333,1807.19,5,6
1910,17,7/26/2022,8/11/2022,8/11/2022,585.2,585.2,6,1
1912,13,5/11/2022,5/28/2022,5/28/2022,1960.39,1960.39,10,1
1913,5,12/8/2022,12/27/2022,12/27/2022,1292.62,1292.62,6,1
1915,13,6/2/2022,6/21/2022,6/21/2022,326.2716667,1957.63,7,6
1918,10,7/7/2022,7/22/2022,7/22/2022,39.37428571,275.62,7,7
1921,4,11/14/2022,12/1/2022,12/1/2022,172.2733333,1033.64,1,6
1922,4,10/30/2022,11/15/2022,11/15/2022,310.63,931.89,3,3
1924,27,11/8/2022,11/23/2022,11/23/2022,129.9416667,779.65,5,6
1929,3,5/30/2022,6/15/2022,6/15/2022,378.49,378.49,3,1
1933,20,10/4/2022,10/23/2022,10/23/2022,137.535,550.14,12,4
1939,19,11/21/2022,12/7/2022,12/7/2022,669.22,669.22,3,1
1944,3,11/19/2022,12/5/2022,12/5/2022,1796.62,1796.62,11,1
1947,27,10/22/2022,11/10/2022,11/10/2022,101.615,609.69,8,6
1955,7,11/22/2022,12/11/2022,12/11/2022,481.34,481.34,3,1
1961,1,9/12/2022,9/29/2022,9/29/2022,314.275,1885.65,1,6
1963,4,5/5/2022,5/21/2022,5/21/2022,1208.05,1208.05,10,1
1964,13,8/10/2022,8/28/2022,8/28/2022,797.84,797.84,11,1
1976,3,9/30/2022,10/17/2022,10/17/2022,802.57,802.57,9,1
1981,2,11/24/2022,12/13/2022,12/13/2022,1253.51,1253.51,2,1
1983,4,9/2/2022,9/21/2022,9/21/2022,199.645,1597.16,2,8
1986,3,12/9/2022,12/27/2022,12/27/2022,515.7833333,1547.35,1,3
1989,4,7/18/2022,8/5/2022,8/5/2022,1976.81,1976.81,7,1
1996,6,8/24/2022,9/13/2022,9/13/2022,891.875,1783.75,6,2
1997,4,10/12/2022,10/28/2022,10/28/2022,64.578,322.89,8,5
2002,12,5/4/2023,5/24/2023,5/24/2023,681.71,681.71,3,1
2006,14,6/9/2023,6/24/2023,6/24/2023,352.7133333,1058.14,5,3
2007,17,1/30/2023,2/14/2023,2/14/2023,137.7171429,964.02,9,7
2010,27,6/17/2023,7/3/2023,7/3/2023,1923.5,1923.5,12,1
2012,16,6/14/2023,6/30/2023,6/30/2023,388.256,1941.28,1,5
2016,20,5/27/2023,6/16/2023,6/16/2023,1136.69,1136.69,2,1
2021,4,1/19/2023,2/7/2023,2/7/2023,423.69,423.69,5,1
2027,19,6/24/2023,7/13/2023,7/13/2023,30.96375,247.71,3,8
2029,17,2/13/2023,3/1/2023,3/1/2023,395.35,790.7,1,2
2035,28,6/20/2023,7/9/2023,7/9/2023,1044.27,1044.27,3,1
2036,17,5/22/2023,6/9/2023,6/9/2023,773.96,773.96,11,1
2040,8,2/8/2023,2/26/2023,2/26/2023,893.5,893.5,6,1
2041,25,6/28/2023,7/15/2023,7/15/2023,570.23,570.23,4,1
2043,11,6/15/2023,7/2/2023,7/2/2023,893.32,893.32,4,1
2047,19,6/21/2023,7/9/2023,7/9/2023,1144.32,1144.32,4,1
2049,24,5/20/2023,6/4/2023,6/4/2023,422.44,1689.76,2,4
2052,17,6/5/2023,6/23/2023,6/23/2023,1924.7,1924.7,6,1
2054,26,3/18/2023,4/6/2023,4/6/2023,243.9533333,731.86,12,3
2068,18,4/13/2023,4/29/2023,4/29/2023,964.705,1929.41,12,2
2074,16,5/25/2023,6/10/2023,6/10/2023,352.45,352.45,9,1
2083,25,4/19/2023,5/5/2023,5/5/2023,179.31,179.31,7,1
2086,20,4/20/2023,5/8/2023,5/8/2023,1926.04,1926.04,7,1
2088,28,4/18/2023,5/7/2023,5/7/2023,1439.43,1439.43,11,1
2094,25,3/14/2023,3/31/2023,3/31/2023,1748.77,1748.77,9,1
2095,23,1/21/2023,2/6/2023,2/6/2023,1435.95,1435.95,12,1
2097,30,3/7/2023,3/27/2023,3/27/2023,142.2857143,996,11,7
2101,2,6/3/2023,6/18/2023,6/18/2023,58.11,116.22,6,2
2104,2,4/15/2023,5/1/2023,5/1/2023,203.8085714,1426.66,11,7
2108,27,3/9/2023,3/28/2023,3/28/2023,34.034,170.17,5,5
2109,25,4/9/2023,4/25/2023,4/25/2023,441.8525,1767.41,8,4
2112,9,1/28/2023,2/15/2023,2/15/2023,567.37,567.37,2,1
2121,5,1/18/2023,2/5/2023,2/5/2023,39.86625,318.93,2,8
2122,16,3/4/2023,3/24/2023,3/24/2023,118.29,118.29,4,1
2124,18,1/12/2023,1/31/2023,1/31/2023,17.45285714,122.17,4,7
2126,1,4/28/2023,5/14/2023,5/14/2023,214.395,1715.16,7,8
2128,15,5/13/2023,5/28/2023,5/28/2023,196.4442857,1375.11,12,7
2132,12,2/3/2023,2/21/2023,2/21/2023,155.925,935.55,8,6
2134,17,5/22/2023,6/10/2023,6/10/2023,1236.22,1236.22,10,1
2138,13,6/29/2023,7/16/2023,7/16/2023,542.56,542.56,11,1
2144,8,3/15/2023,4/4/2023,4/4/2023,170.6466667,511.94,4,3
2148,4,4/27/2023,5/12/2023,5/12/2023,874.145,1748.29,3,2
2152,17,4/3/2023,4/23/2023,4/23/2023,228.6333333,685.9,8,3
2155,1,3/12/2023,3/28/2023,3/28/2023,395.9733333,1187.92,9,3
2156,21,5/16/2023,6/4/2023,6/4/2023,1546.24,1546.24,3,1
2159,5,6/12/2023,7/1/2023,7/1/2023,463.245,926.49,3,2
2161,14,1/26/2023,2/14/2023,2/14/2023,1905.38,1905.38,10,1
2168,27,3/15/2023,3/31/2023,3/31/2023,1632.92,1632.92,3,1
2170,6,5/27/2023,6/15/2023,6/15/2023,1614.23,1614.23,1,1
2173,5,6/21/2023,7/7/2023,7/7/2023,333.68,333.68,9,1
2177,18,3/15/2023,3/31/2023,3/31/2023,357.4566667,1072.37,4,3
2190,2,2/21/2023,3/10/2023,3/10/2023,555.59,555.59,8,1
2195,2,6/30/2023,7/16/2023,7/16/2023,214.24,1713.92,12,8
2200,11,6/1/2023,6/17/2023,6/17/2023,794.64,794.64,8,1
2204,11,2/26/2023,3/18/2023,3/18/2023,1517.45,1517.45,11,1
2207,16,5/21/2023,6/9/2023,6/9/2023,486.18,486.18,11,1
2208,4,3/25/2023,4/9/2023,4/9/2023,1129.34,1129.34,6,1
2211,7,3/31/2023,4/18/2023,4/18/2023,1130.22,1130.22,3,1
2214,1,5/29/2023,6/13/2023,6/13/2023,1996.43,1996.43,3,1
2217,4,3/7/2023,3/23/2023,3/23/2023,21.90375,175.23,11,8
2229,20,5/19/2023,6/7/2023,6/7/2023,1099.32,1099.32,2,1
2236,15,3/22/2023,4/7/2023,4/7/2023,270.022,1350.11,9,5
2244,8,1/15/2023,1/30/2023,1/30/2023,311.56,311.56,3,1
2245,29,3/9/2023,3/29/2023,3/29/2023,675.48,675.48,5,1
2248,23,3/17/2023,4/3/2023,4/3/2023,548.805,1097.61,3,2
2252,16,4/19/2023,5/6/2023,5/6/2023,479.7675,1919.07,1,4
2256,13,4/12/2023,4/30/2023,4/30/2023,415.845,831.69,7,2
2264,29,4/11/2023,5/1/2023,5/1/2023,1043.99,1043.99,12,1
2266,26,6/25/2023,7/14/2023,7/14/2023,1931.87,1931.87,12,1
2278,14,1/30/2023,2/14/2023,2/14/2023,685.03,685.03,10,1
2283,28,6/19/2023,7/5/2023,7/5/2023,153.8428571,1076.9,12,7
2292,8,4/9/2023,4/24/2023,4/24/2023,213.716,1068.58,12,5
2294,1,3/28/2023,4/14/2023,4/14/2023,23.945,143.67,3,6
2296,18,1/3/2023,1/21/2023,1/21/2023,103.32,103.32,1,1
2297,19,1/23/2023,2/12/2023,2/12/2023,143.735,862.41,7,6
2298,3,5/11/2023,5/27/2023,5/27/2023,83.5175,334.07,1,4
2300,8,3/30/2023,4/17/2023,4/17/2023,1580.68,1580.68,8,1
2301,18,3/1/2023,3/19/2023,3/19/2023,160.925,1287.4,7,8
2302,10,2/13/2023,3/5/2023,3/5/2023,683.335,1366.67,10,2
2309,9,2/2/2023,2/19/2023,2/19/2023,507.18,507.18,2,1
2315,26,6/17/2023,7/4/2023,7/4/2023,226.906,1134.53,2,5
2319,1,6/9/2023,6/26/2023,6/26/2023,1043.63,1043.63,4,1
2320,16,4/3/2023,4/22/2023,4/22/2023,504.7,504.7,10,1
2329,5,3/17/2023,4/4/2023,4/4/2023,108.89,108.89,11,1
2331,24,6/5/2023,6/23/2023,6/23/2023,1611.13,1611.13,7,1
2336,30,5/30/2023,6/16/2023,6/16/2023,211.5883333,1269.53,2,6
2342,10,1/20/2023,2/7/2023,2/7/2023,830.78,830.78,4,1
2352,1,1/13/2023,2/1/2023,2/1/2023,229.70625,1837.65,2,8
2353,28,5/21/2023,6/9/2023,6/9/2023,129.562,647.81,4,5
2358,11,4/24/2023,5/9/2023,5/9/2023,250.5166667,751.55,7,3
2364,23,6/10/2023,6/29/2023,6/29/2023,573.58,573.58,10,1
2365,19,1/31/2023,2/15/2023,2/15/2023,143.8,1150.4,10,8
2373,26,4/29/2023,5/18/2023,5/18/2023,204.182,1020.91,10,5
2374,24,3/24/2023,4/9/2023,4/9/2023,567.72,567.72,10,1
2375,6,2/17/2023,3/7/2023,3/7/2023,52.28857143,366.02,2,7
2377,6,1/4/2023,1/22/2023,1/22/2023,221.0171429,1547.12,11,7
2378,11,6/6/2023,6/24/2023,6/24/2023,1916.56,1916.56,6,1
2384,1,6/2/2023,6/18/2023,6/18/2023,641.91,641.91,11,1
2396,24,5/15/2023,5/30/2023,5/30/2023,95.82,383.28,11,4
2398,7,6/29/2023,7/17/2023,7/17/2023,821.75,821.75,10,1
2401,30,6/12/2023,6/27/2023,6/27/2023,1528.58,1528.58,12,1
2406,13,4/20/2023,5/5/2023,5/5/2023,141.156,705.78,2,5
2415,28,3/3/2023,3/20/2023,3/20/2023,195.9175,1567.34,9,8
2418,20,2/14/2023,3/1/2023,3/1/2023,1468.48,1468.48,12,1
2427,3,2/5/2023,2/24/2023,2/24/2023,1591.4,1591.4,7,1
2432,3,4/26/2023,5/12/2023,5/12/2023,162.9625,1303.7,9,8
2435,24,4/14/2023,5/4/2023,5/4/2023,580.32,1740.96,8,3
2442,28,4/18/2023,5/7/2023,5/7/2023,1178.88,1178.88,4,1
2445,19,6/29/2023,7/15/2023,7/15/2023,1202.07,1202.07,8,1
2452,20,6/8/2023,6/24/2023,6/24/2023,286.44,286.44,1,1
2457,3,2/16/2023,3/3/2023,3/3/2023,1843.65,1843.65,12,1
2462,16,4/28/2023,5/13/2023,5/13/2023,68.58375,548.67,6,8
2466,4,4/16/2023,5/2/2023,5/2/2023,1966.05,1966.05,9,1
2467,4,6/21/2023,7/10/2023,7/10/2023,186.6657143,1306.66,8,7
2468,3,5/3/2023,5/22/2023,5/22/2023,257.7257143,1804.08,11,7
2475,13,3/12/2023,3/30/2023,3/30/2023,261.476,1307.38,2,5
2477,19,6/4/2023,6/20/2023,6/20/2023,397.2175,1588.87,6,4
2480,9,2/7/2023,2/26/2023,2/26/2023,449.55,1348.65,7,3
2482,25,6/20/2023,7/10/2023,7/10/2023,1623.42,1623.42,12,1
2483,6,2/6/2023,2/23/2023,2/23/2023,1218.24,1218.24,8,1
2484,1,1/7/2023,1/27/2023,1/27/2023,323.8066667,971.42,2,3
2487,27,5/26/2023,6/10/2023,6/10/2023,1045.98,1045.98,3,1
2490,24,4/14/2023,4/29/2023,4/29/2023,40,160,9,4
2495,25,1/4/2023,1/23/2023,1/23/2023,87.735,701.88,7,8
2497,10,5/22/2023,6/9/2023,6/9/2023,1364.74,1364.74,12,1
2502,2,5/7/2023,5/27/2023,5/27/2023,218.4316667,1310.59,11,6
2503,7,6/15/2023,7/5/2023,7/5/2023,257.1085714,1799.76,9,7
2529,13,1/2/2023,1/18/2023,1/18/2023,450.72,450.72,4,1
2535,14,3/13/2023,3/29/2023,3/29/2023,236.2216667,1417.33,6,6
2543,17,1/5/2023,1/22/2023,1/22/2023,1845.21,1845.21,4,1
2544,30,3/2/2023,3/20/2023,3/20/2023,98.31,589.86,10,6
2545,17,3/12/2023,3/28/2023,3/28/2023,223.26,223.26,10,1
2546,25,2/14/2023,3/2/2023,3/2/2023,287.835,1151.34,6,4
2549,23,6/28/2023,7/16/2023,7/16/2023,488.755,977.51,12,2
2550,18,3/19/2023,4/6/2023,4/6/2023,427.09,427.09,12,1
2553,19,5/31/2023,6/20/2023,6/20/2023,379.5666667,1138.7,11,3
2556,21,4/23/2023,5/12/2023,5/12/2023,1739.91,1739.91,7,1
2561,12,4/30/2023,5/19/2023,5/19/2023,168.2675,1346.14,6,8
2564,3,3/30/2023,4/17/2023,4/17/2023,1937.79,1937.79,10,1
2567,7,4/12/2023,4/29/2023,4/29/2023,123.9925,495.97,1,4
2569,15,4/9/2023,4/25/2023,4/25/2023,239.394,1196.97,5,5
2574,9,5/27/2023,6/15/2023,6/15/2023,1820.37,1820.37,7,1
2579,9,1/19/2023,2/6/2023,2/6/2023,198.795,1590.36,2,8
2580,8,2/23/2023,3/12/2023,3/12/2023,208.9075,1671.26,9,8
2583,2,1/19/2023,2/3/2023,2/3/2023,1466.32,1466.32,10,1
2588,7,2/14/2023,3/6/2023,3/6/2023,1489.71,1489.71,10,1
2592,28,2/24/2023,3/13/2023,3/13/2023,180.12,180.12,1,1
2604,20,2/28/2023,3/15/2023,3/15/2023,1410.41,1410.41,6,1
2605,29,6/19/2023,7/7/2023,7/7/2023,1455.64,1455.64,8,1
2610,16,1/14/2023,1/31/2023,1/31/2023,238.3083333,1429.85,9,6
2611,21,2/22/2023,3/9/2023,3/9/2023,1354.24,1354.24,11,1
2617,8,5/16/2023,6/5/2023,6/5/2023,232.85,698.55,9,3
2619,9,4/23/2023,5/10/2023,5/10/2023,218.35,1746.8,5,8
2627,14,5/2/2023,5/20/2023,5/20/2023,314.05,314.05,11,1
2633,9,5/29/2023,6/18/2023,6/18/2023,147.7385714,1034.17,1,7
2641,21,4/25/2023,5/13/2023,5/13/2023,238.04,238.04,8,1
2646,11,2/20/2023,3/11/2023,3/11/2023,170.025,680.1,6,4
2660,30,1/6/2023,1/24/2023,1/24/2023,705.14,705.14,10,1
2663,7,2/27/2023,3/15/2023,3/15/2023,1811.15,1811.15,8,1
2669,21,4/2/2023,4/20/2023,4/20/2023,989.63,989.63,10,1
2670,16,2/26/2023,3/18/2023,3/18/2023,259.3325,1037.33,7,4
2672,9,1/9/2023,1/29/2023,1/29/2023,43.2025,172.81,8,4
2679,19,5/6/2023,5/26/2023,5/26/2023,173.43,173.43,4,1
2682,21,6/6/2023,6/21/2023,6/21/2023,509.11,1018.22,12,2
2685,24,6/2/2023,6/21/2023,6/21/2023,110.35,882.8,6,8
2688,24,3/4/2023,3/23/2023,3/23/2023,502.29,1506.87,9,3
2690,5,6/12/2023,6/28/2023,6/28/2023,114.4,114.4,2,1
2694,8,6/13/2023,7/1/2023,7/1/2023,254.49,1781.43,3,7
2702,10,1/29/2023,2/17/2023,2/17/2023,120.045,480.18,9,4
2708,28,3/3/2023,3/23/2023,3/23/2023,845.36,845.36,11,1
2709,18,4/17/2023,5/2/2023,5/2/2023,463.8225,1855.29,3,4
2711,6,6/25/2023,7/13/2023,7/13/2023,598.305,1196.61,6,2
2717,1,1/5/2023,1/21/2023,1/21/2023,886.52,886.52,5,1
2731,3,4/29/2023,5/14/2023,5/14/2023,514.18,514.18,2,1
2736,18,4/6/2023,4/22/2023,4/22/2023,1735.3,1735.3,3,1
2737,13,2/3/2023,2/21/2023,2/21/2023,514.025,1028.05,9,2
2743,29,2/9/2023,2/27/2023,2/27/2023,361.53,1807.65,3,5
2745,30,4/29/2023,5/16/2023,5/16/2023,161.4171429,1129.92,12,7
2748,20,2/13/2023,3/3/2023,3/3/2023,518.61,518.61,3,1
2749,11,4/23/2023,5/10/2023,5/10/2023,219.4683333,1316.81,6,6
2750,4,6/11/2023,6/29/2023,6/29/2023,422.4,422.4,5,1
2752,16,1/2/2023,1/20/2023,1/20/2023,127.96,127.96,10,1
2753,3,4/20/2023,5/6/2023,5/6/2023,126.37125,1010.97,9,8
2754,2,5/2/2023,5/18/2023,5/18/2023,153.67,153.67,9,1
2755,14,3/10/2023,3/27/2023,3/27/2023,674.18,674.18,6,1
2759,29,1/1/2023,1/16/2023,1/16/2023,583.48,583.48,1,1
2761,21,5/31/2023,6/18/2023,6/18/2023,1032.93,1032.93,11,1
2763,15,5/31/2023,6/17/2023,6/17/2023,332.4533333,997.36,2,3
2764,12,4/1/2023,4/17/2023,4/17/2023,490.19,490.19,5,1
2765,28,5/13/2023,5/31/2023,5/31/2023,219.6033333,1317.62,11,6
2771,30,5/22/2023,6/9/2023,6/9/2023,1629.86,1629.86,2,1
2773,3,3/16/2023,3/31/2023,3/31/2023,1734.21,1734.21,11,1
2775,13,6/14/2023,6/29/2023,6/29/2023,264.61,264.61,6,1
2782,1,3/10/2023,3/29/2023,3/29/2023,117.8025,942.42,1,8
2788,11,6/23/2023,7/11/2023,7/11/2023,126.3683333,758.21,8,6
2790,17,4/29/2023,5/14/2023,5/14/2023,1818.86,1818.86,6,1
2791,24,6/22/2023,7/9/2023,7/9/2023,1375.88,1375.88,2,1
2798,26,5/19/2023,6/7/2023,6/7/2023,220.41,1322.46,10,6
2800,4,5/22/2023,6/7/2023,6/7/2023,536.75,536.75,8,1
2803,7,8/28/2023,9/16/2023,9/16/2023,659.21,659.21,2,1
2807,25,10/8/2023,10/28/2023,10/28/2023,981.59,981.59,4,1
2810,30,12/23/2023,1/12/2024,1/12/2024,1431.65,1431.65,3,1
2812,28,7/19/2023,8/6/2023,8/6/2023,127.5775,1020.62,10,8
2827,17,11/17/2023,12/6/2023,12/6/2023,19.0775,152.62,12,8
2833,18,9/9/2023,9/24/2023,9/24/2023,256.64,1026.56,12,4
2839,17,12/6/2023,12/23/2023,12/23/2023,40.12,120.36,11,3
