booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,number_of_participants
1373,22,12/29/2022,2/27/2023,2/28/2023,1639.28,1639.28,42,1
1376,19,11/17/2022,1/5/2023,1/6/2023,927.34,927.34,26,1
1377,23,7/1/2022,8/24/2022,8/24/2022,614.6,614.6,11,1
1378,29,11/17/2022,12/21/2022,12/23/2022,1190.99,1190.99,64,1
1379,7,7/22/2022,9/13/2022,9/14/2022,289.502,1447.51,45,5
1385,21,5/10/2022,7/1/2022,7/1/2022,280.88,1404.4,23,5
1389,2,10/23/2022,12/15/2022,12/16/2022,1573.88,1573.88,24,1
1390,12,12/21/2022,2/7/2023,2/7/2023,134.04625,1072.37,13,8
1394,18,12/10/2022,2/4/2023,2/4/2023,167.0185714,1169.13,22,7
1395,5,6/28/2022,8/14/2022,8/16/2022,87.71666667,526.3,63,6
1396,8,12/2/2022,1/23/2023,1/23/2023,1220.2,1220.2,4,1
1400,9,6/1/2022,7/8/2022,7/10/2022,356.52,356.52,68,1
1401,22,11/18/2022,12/30/2022,12/30/2022,382.24,382.24,20,1
1403,15,12/5/2022,1/7/2023,1/8/2023,1262.42,1262.42,35,1
1406,30,10/15/2022,12/3/2022,12/3/2022,47.865,191.46,22,4
1408,26,5/14/2022,7/8/2022,7/10/2022,121.34,485.36,63,4
1412,27,9/3/2022,10/19/2022,10/19/2022,146.71,733.55,23,5
1419,18,9/17/2022,10/27/2022,10/27/2022,379.8025,1519.21,14,4
1421,5,10/24/2022,12/9/2022,12/9/2022,467.9933333,1403.98,7,3
1422,5,9/2/2022,10/3/2022,10/3/2022,98.78666667,296.36,21,3
1423,27,7/1/2022,8/28/2022,8/29/2022,913.655,1827.31,42,2
1424,15,12/17/2022,2/13/2023,2/13/2023,1024.71,1024.71,7,1
1426,9,12/22/2022,1/26/2023,1/27/2023,869.4,869.4,46,1
1428,18,7/11/2022,8/13/2022,8/14/2022,120.4757143,843.33,29,7
1429,23,5/14/2022,6/24/2022,6/25/2022,1979.87,1979.87,40,1
1431,22,10/13/2022,11/29/2022,11/29/2022,347.57,347.57,3,1
1432,29,12/12/2022,1/14/2023,1/14/2023,1733.14,1733.14,18,1
1435,27,12/9/2022,1/26/2023,1/28/2023,1342.85,1342.85,49,1
1440,26,9/19/2022,10/27/2022,10/28/2022,154.818,774.09,43,5
1442,27,8/20/2022,9/30/2022,9/30/2022,143.3428571,1003.4,2,7
1457,8,12/25/2022,2/5/2023,2/5/2023,1910.36,1910.36,7,1
1463,12,5/13/2022,6/17/2022,6/18/2022,196.2485714,1373.74,25,7
1469,30,5/17/2022,7/16/2022,7/16/2022,225.158,1125.79,1,5
1471,5,8/12/2022,9/18/2022,9/20/2022,222.144,1110.72,56,5
1472,27,7/3/2022,8/30/2022,8/30/2022,104.1785714,729.25,13,7
1476,2,12/6/2022,1/9/2023,1/9/2023,121.26,363.78,1,3
1477,27,12/5/2022,1/6/2023,1/7/2023,134.24,134.24,25,1
1482,15,5/5/2022,7/1/2022,7/2/2022,116.0483333,696.29,29,6
1487,26,5/15/2022,6/23/2022,6/25/2022,856.94,856.94,62,1
1488,17,5/19/2022,6/22/2022,6/22/2022,53.69285714,375.85,18,7
1497,11,11/8/2022,12/24/2022,12/24/2022,1743.18,1743.18,21,1
1500,5,7/3/2022,8/4/2022,8/5/2022,946.77,1893.54,40,2
1501,3,12/10/2022,1/30/2023,1/30/2023,1148.06,1148.06,11,1
1503,7,11/29/2022,1/2/2023,1/3/2023,72.195,288.78,35,4
1514,22,9/6/2022,10/16/2022,10/16/2022,1335.3,1335.3,9,1
1518,5,12/21/2022,1/20/2023,1/21/2023,143.7042857,1005.93,25,7
1523,10,9/6/2022,10/14/2022,10/15/2022,1827.45,1827.45,41,1
1524,21,8/25/2022,10/23/2022,10/25/2022,607.53,607.53,53,1
1536,10,11/8/2022,12/12/2022,12/12/2022,63.8875,255.55,10,4
1538,20,12/9/2022,1/15/2023,1/15/2023,419.4533333,1258.36,21,3
1540,28,12/18/2022,2/5/2023,2/6/2023,1396.13,1396.13,28,1
1541,7,7/27/2022,9/13/2022,9/15/2022,1940.06,1940.06,63,1
1548,9,12/10/2022,2/4/2023,2/5/2023,61.9875,495.9,31,8
1550,8,6/9/2022,7/23/2022,7/23/2022,1292.86,1292.86,5,1
1551,28,9/22/2022,11/12/2022,11/12/2022,1694.18,1694.18,14,1
1558,28,5/13/2022,6/13/2022,6/13/2022,134.07,134.07,20,1
1560,19,12/10/2022,1/20/2023,1/21/2023,298.1333333,894.4,43,3
1567,26,12/17/2022,1/16/2023,1/17/2023,377.5675,1510.27,34,4
1568,17,8/19/2022,10/11/2022,10/11/2022,72.50857143,507.56,8,7
1573,25,5/19/2022,7/12/2022,7/14/2022,216.384,1081.92,68,5
1575,26,10/24/2022,11/26/2022,11/28/2022,187.9533333,563.86,57,3
1577,12,5/22/2022,7/17/2022,7/18/2022,338.13,338.13,34,1
1580,30,8/31/2022,10/26/2022,10/27/2022,636.86,1910.58,39,3
1587,6,10/17/2022,12/5/2022,12/6/2022,1334.34,1334.34,24,1
1589,10,10/2/2022,11/21/2022,11/22/2022,778.16,778.16,31,1
1592,27,9/21/2022,10/29/2022,10/30/2022,206.378,1031.89,27,5
1604,11,9/4/2022,10/10/2022,10/12/2022,1353.92,1353.92,52,1
1609,13,9/23/2022,11/14/2022,11/15/2022,648.52,648.52,33,1
1618,13,10/10/2022,12/8/2022,12/9/2022,1340.66,1340.66,25,1
1619,27,9/9/2022,10/28/2022,10/29/2022,325.93,1955.58,29,6
1620,21,8/6/2022,9/29/2022,9/29/2022,1377.71,1377.71,23,1
1621,30,11/11/2022,12/25/2022,12/25/2022,130.58625,1044.69,19,8
1622,26,10/22/2022,12/6/2022,12/6/2022,197.152,985.76,17,5
1625,23,11/18/2022,1/7/2023,1/8/2023,1329.71,1329.71,25,1
1631,2,6/20/2022,8/17/2022,8/18/2022,124.0425,496.17,39,4
1640,30,12/25/2022,2/20/2023,2/22/2023,254.76,1528.56,69,6
1645,28,12/9/2022,1/16/2023,1/16/2023,654.85,1309.7,8,2
1650,26,9/17/2022,11/16/2022,11/17/2022,260.05,260.05,31,1
1653,12,9/13/2022,11/9/2022,11/10/2022,51.17125,409.37,37,8
1655,18,8/17/2022,9/25/2022,9/27/2022,1832.9,1832.9,52,1
1657,19,12/1/2022,1/14/2023,1/16/2023,801.34,801.34,63,1
1661,16,7/13/2022,8/21/2022,8/23/2022,1785.15,1785.15,66,1
1665,14,8/2/2022,9/28/2022,9/30/2022,1855.68,1855.68,67,1
1668,18,7/8/2022,9/5/2022,9/7/2022,1280.02,1280.02,71,1
1670,22,9/10/2022,10/20/2022,10/22/2022,246.98,1481.88,50,6
1671,11,6/15/2022,8/14/2022,8/15/2022,223.5575,894.23,27,4
1672,4,7/27/2022,9/3/2022,9/3/2022,12.6425,101.14,22,8
1675,29,7/1/2022,8/17/2022,8/19/2022,827.85,827.85,56,1
1676,5,6/10/2022,8/6/2022,8/7/2022,174.92,174.92,46,1
1685,18,10/26/2022,12/7/2022,12/8/2022,1612.7,1612.7,26,1
1688,9,8/10/2022,10/2/2022,10/4/2022,157.3175,1258.54,56,8
1689,26,8/22/2022,10/18/2022,10/20/2022,1339.27,1339.27,67,1
1693,12,8/22/2022,9/28/2022,9/28/2022,1847.15,1847.15,7,1
1707,22,7/10/2022,8/21/2022,8/23/2022,182.0114286,1274.08,56,7
1710,10,5/10/2022,6/21/2022,6/22/2022,203.9342857,1427.54,31,7
1719,26,12/11/2022,1/28/2023,1/29/2023,164.9871429,1154.91,31,7
1723,21,7/7/2022,8/31/2022,9/2/2022,310.865,1243.46,67,4
1732,20,10/28/2022,12/20/2022,12/22/2022,1653.56,1653.56,63,1
1744,6,10/2/2022,11/3/2022,11/3/2022,26.2325,104.93,14,4
1749,2,5/2/2022,6/16/2022,6/17/2022,171.2166667,1027.3,25,6
1751,23,8/16/2022,10/13/2022,10/15/2022,283.465,566.93,52,2
1764,25,5/7/2022,6/17/2022,6/19/2022,242.8,485.6,71,2
1765,7,5/1/2022,6/21/2022,6/21/2022,591.15,591.15,3,1
1780,14,6/26/2022,8/23/2022,8/23/2022,401.155,1604.62,3,4
1791,5,12/27/2022,2/10/2023,2/10/2023,891.93,1783.86,13,2
1794,17,11/17/2022,12/29/2022,12/31/2022,665.06,1995.18,62,3
1795,20,6/6/2022,8/5/2022,8/6/2022,268.1757143,1877.23,44,7
1805,26,5/9/2022,6/18/2022,6/21/2022,214.9666667,1289.8,72,6
1821,9,10/31/2022,12/30/2022,12/30/2022,196.506,982.53,3,5
1822,8,10/9/2022,11/19/2022,11/19/2022,406.14,1624.56,8,4
1823,7,8/28/2022,10/9/2022,10/9/2022,395.67,395.67,2,1
1826,23,8/6/2022,9/15/2022,9/16/2022,933.03,933.03,30,1
1830,9,11/25/2022,1/10/2023,1/11/2023,976.13,976.13,37,1
1837,3,5/28/2022,7/1/2022,7/1/2022,297.6083333,1785.65,6,6
1838,4,9/28/2022,11/1/2022,11/1/2022,1299.31,1299.31,11,1
1843,16,5/17/2022,6/16/2022,6/18/2022,902.115,1804.23,54,2
1852,14,8/23/2022,10/21/2022,10/23/2022,467.18,467.18,54,1
1857,10,6/17/2022,8/5/2022,8/5/2022,341.74,341.74,8,1
1858,23,5/17/2022,7/10/2022,7/12/2022,963.8,963.8,70,1
1859,24,12/9/2022,1/18/2023,1/20/2023,200.62,200.62,56,1
1860,8,11/9/2022,12/10/2022,12/10/2022,1743.17,1743.17,15,1
1863,2,6/12/2022,8/7/2022,8/8/2022,834.38,834.38,28,1
1869,21,11/18/2022,12/27/2022,12/27/2022,1425.25,1425.25,12,1
1870,4,9/20/2022,11/10/2022,11/10/2022,67.765,542.12,21,8
1874,19,6/6/2022,7/15/2022,7/15/2022,407.175,814.35,17,2
1890,12,11/20/2022,12/31/2022,1/2/2023,169.0616667,1014.37,53,6
1893,8,11/27/2022,1/14/2023,1/14/2023,1757.77,1757.77,12,1
1895,22,7/12/2022,8/29/2022,8/31/2022,509.32,1018.64,60,2
1903,27,11/1/2022,12/19/2022,12/20/2022,1952.05,1952.05,38,1
1904,3,7/21/2022,9/5/2022,9/6/2022,1359.56,1359.56,35,1
1906,24,11/1/2022,12/14/2022,12/15/2022,124.9625,499.85,34,4
1908,8,12/31/2022,2/24/2023,2/26/2023,66.42857143,465,52,7
1917,16,12/10/2022,1/11/2023,1/12/2023,529.77,529.77,24,1
1925,19,6/29/2022,8/18/2022,8/18/2022,140.0333333,840.2,4,6
1926,20,9/25/2022,11/18/2022,11/19/2022,568.3366667,1705.01,47,3
1936,6,6/17/2022,8/15/2022,8/16/2022,390.76,390.76,36,1
1937,27,7/19/2022,9/12/2022,9/12/2022,498.95,498.95,16,1
1938,9,11/3/2022,12/23/2022,12/24/2022,1000.9,1000.9,32,1
1941,11,12/7/2022,1/22/2023,1/22/2023,174.46,697.84,1,4
1942,20,5/2/2022,6/5/2022,6/5/2022,94.5425,378.17,1,4
1943,5,10/14/2022,12/7/2022,12/8/2022,1303.96,1303.96,40,1
1952,1,5/20/2022,7/16/2022,7/17/2022,470.3925,1881.57,28,4
1956,9,8/24/2022,10/8/2022,10/10/2022,202.975,1623.8,65,8
1959,7,9/5/2022,10/20/2022,10/20/2022,1531.93,1531.93,1,1
1969,15,10/9/2022,11/21/2022,11/21/2022,870.94,870.94,17,1
1971,25,9/8/2022,10/23/2022,10/25/2022,72.75875,582.07,64,8
1973,26,5/10/2022,7/4/2022,7/4/2022,692.23,692.23,10,1
1974,14,8/8/2022,10/5/2022,10/7/2022,1641.86,1641.86,53,1
1977,3,11/21/2022,12/27/2022,12/29/2022,71.475,142.95,68,2
1978,10,6/13/2022,8/2/2022,8/3/2022,491.0225,1964.09,47,4
1979,19,9/29/2022,10/31/2022,11/2/2022,1719.3,1719.3,53,1
1980,17,12/16/2022,1/30/2023,1/31/2023,125.96,377.88,36,3
1982,21,9/25/2022,11/17/2022,11/17/2022,128.99,773.94,21,6
1990,21,7/7/2022,8/17/2022,8/19/2022,206.61,206.61,67,1
1993,30,12/7/2022,1/7/2023,1/9/2023,1513.19,1513.19,69,1
1994,7,11/7/2022,12/8/2022,12/9/2022,136.8425,1094.74,46,8
1995,24,10/3/2022,11/18/2022,11/20/2022,397.985,795.97,62,2
1998,25,5/3/2022,6/3/2022,6/3/2022,70.34375,562.75,10,8
2003,1,2/4/2023,3/6/2023,3/6/2023,849.9,849.9,13,1
2005,17,4/6/2023,6/5/2023,6/6/2023,68.7875,550.3,44,8
2009,10,3/29/2023,5/4/2023,5/6/2023,430.735,1722.94,59,4
2011,27,2/19/2023,4/14/2023,4/15/2023,1840.31,1840.31,30,1
2014,20,6/4/2023,8/2/2023,8/4/2023,1473.76,1473.76,55,1
2019,26,3/14/2023,4/28/2023,4/30/2023,657.31,657.31,71,1
2024,8,4/15/2023,6/3/2023,6/5/2023,341.93,1025.79,55,3
2038,21,6/6/2023,7/7/2023,7/8/2023,613.8433333,1841.53,37,3
2042,26,5/29/2023,7/17/2023,7/19/2023,966.99,966.99,63,1
2045,5,6/1/2023,7/9/2023,7/9/2023,403.24,403.24,15,1
2046,24,3/29/2023,4/30/2023,4/30/2023,486.17,486.17,9,1
2050,23,5/1/2023,6/8/2023,6/10/2023,99.75,199.5,65,2
2055,9,5/12/2023,6/18/2023,6/19/2023,1002.04,1002.04,46,1
2057,8,4/27/2023,6/24/2023,6/24/2023,533.56,533.56,8,1
2070,20,6/28/2023,7/29/2023,7/31/2023,248.24,248.24,61,1
2071,12,4/23/2023,6/1/2023,6/3/2023,80.60833333,483.65,60,6
2072,21,6/23/2023,8/16/2023,8/16/2023,425.54,425.54,5,1
2073,5,1/3/2023,2/14/2023,2/16/2023,717.38,717.38,55,1
2076,11,5/4/2023,6/18/2023,6/20/2023,450.15,1800.6,61,4
2078,24,5/4/2023,6/20/2023,6/22/2023,200.13,200.13,54,1
2082,4,4/25/2023,6/21/2023,6/23/2023,191.4571429,1340.2,56,7
2092,25,1/15/2023,2/26/2023,2/27/2023,735.17,735.17,41,1
2096,14,4/23/2023,6/2/2023,6/2/2023,19.26,154.08,21,8
2106,17,5/5/2023,6/6/2023,6/8/2023,308.962,1544.81,54,5
2116,24,1/8/2023,3/3/2023,3/3/2023,241.3542857,1689.48,11,7
2117,1,3/16/2023,4/29/2023,4/30/2023,448.545,1794.18,39,4
2119,29,4/27/2023,6/2/2023,6/3/2023,199.05,199.05,25,1
2120,1,6/11/2023,7/15/2023,7/17/2023,195.9785714,1371.85,49,7
2123,13,5/13/2023,7/6/2023,7/7/2023,1862.21,1862.21,40,1
2127,18,1/29/2023,3/25/2023,3/26/2023,540.63,540.63,38,1
2129,10,6/3/2023,7/28/2023,7/29/2023,554.25,554.25,47,1
2131,30,3/3/2023,4/11/2023,4/11/2023,339.93,339.93,8,1
2133,4,1/9/2023,2/15/2023,2/16/2023,78.99714286,552.98,38,7
2135,19,6/22/2023,7/31/2023,8/1/2023,1922.86,1922.86,27,1
2139,13,6/10/2023,7/14/2023,7/15/2023,48.89428571,342.26,28,7
2140,2,5/27/2023,7/13/2023,7/14/2023,1821.86,1821.86,44,1
2141,10,1/27/2023,3/15/2023,3/16/2023,334.9825,1339.93,25,4
2143,9,5/27/2023,7/20/2023,7/22/2023,1527.76,1527.76,61,1
2145,9,2/10/2023,3/18/2023,3/18/2023,359.26,359.26,15,1
2146,18,2/1/2023,3/21/2023,3/22/2023,332.956,1664.78,31,5
2154,12,1/1/2023,2/23/2023,2/24/2023,346.994,1734.97,38,5
2157,10,1/8/2023,2/20/2023,2/21/2023,613.28,613.28,44,1
2160,18,3/15/2023,4/18/2023,4/18/2023,322.652,1613.26,19,5
2163,19,5/28/2023,7/19/2023,7/19/2023,805.31,805.31,1,1
2164,8,3/25/2023,5/17/2023,5/17/2023,837.1,1674.2,15,2
2167,12,5/15/2023,6/15/2023,6/16/2023,101.77625,814.21,39,8
2172,16,3/12/2023,5/7/2023,5/7/2023,392.192,1960.96,1,5
2174,23,1/22/2023,3/23/2023,3/23/2023,382.55,382.55,20,1
2179,16,3/19/2023,5/9/2023,5/11/2023,949.5,949.5,71,1
2187,17,4/20/2023,6/2/2023,6/2/2023,1142.01,1142.01,13,1
2188,3,5/27/2023,7/11/2023,7/11/2023,388.59,777.18,7,2
2189,5,3/28/2023,5/12/2023,5/13/2023,1701.25,1701.25,43,1
2196,5,4/16/2023,6/7/2023,6/8/2023,17.675,106.05,39,6
2203,21,4/27/2023,5/29/2023,5/29/2023,981.44,981.44,9,1
2205,16,4/5/2023,5/17/2023,5/19/2023,984.43,984.43,71,1
2206,16,4/16/2023,6/8/2023,6/10/2023,1404.27,1404.27,52,1
2209,14,2/18/2023,4/16/2023,4/18/2023,585.66,585.66,67,1
2210,20,4/4/2023,6/1/2023,6/3/2023,167.2075,1337.66,61,8
2212,5,1/14/2023,2/14/2023,2/15/2023,1469.34,1469.34,38,1
2219,8,3/5/2023,5/1/2023,5/3/2023,373.986,1869.93,70,5
2220,26,6/4/2023,7/11/2023,7/11/2023,920.91,920.91,22,1
2225,30,2/11/2023,3/28/2023,3/29/2023,1421.42,1421.42,47,1
2227,1,2/20/2023,3/29/2023,3/29/2023,580.49,1160.98,6,2
2235,9,4/10/2023,5/25/2023,5/27/2023,469.38,469.38,54,1
2238,17,5/28/2023,7/12/2023,7/13/2023,590.91,590.91,45,1
2241,14,6/13/2023,8/4/2023,8/6/2023,375.59,1502.36,52,4
2249,12,2/11/2023,3/26/2023,3/27/2023,485.735,971.47,25,2
2250,11,5/26/2023,7/10/2023,7/12/2023,130.2316667,781.39,68,6
2251,18,5/17/2023,7/7/2023,7/9/2023,179.56,718.24,65,4
2258,9,6/19/2023,7/23/2023,7/24/2023,419.9733333,1259.92,24,3
2263,16,6/27/2023,8/10/2023,8/12/2023,147.99,147.99,71,1
2270,13,2/8/2023,3/29/2023,3/30/2023,574.4966667,1723.49,41,3
2272,12,3/10/2023,4/28/2023,4/28/2023,929.51,929.51,21,1
2273,4,4/29/2023,6/23/2023,6/24/2023,534.775,1069.55,36,2
2277,28,5/15/2023,7/3/2023,7/4/2023,387.93,387.93,43,1
2281,17,6/10/2023,8/6/2023,8/7/2023,1374.13,1374.13,36,1
2284,14,1/1/2023,2/23/2023,2/24/2023,889.49,889.49,40,1
2285,29,2/26/2023,4/7/2023,4/7/2023,96.392,481.96,19,5
2288,8,4/26/2023,5/30/2023,6/1/2023,83.86625,670.93,55,8
2295,13,2/28/2023,4/10/2023,4/12/2023,102.8333333,617,60,6
2299,3,3/28/2023,5/2/2023,5/4/2023,208.35,208.35,54,1
2303,25,2/14/2023,3/16/2023,3/17/2023,1043.34,1043.34,34,1
2306,13,1/7/2023,3/1/2023,3/1/2023,1177.55,1177.55,13,1
2308,19,4/7/2023,5/29/2023,5/31/2023,1739.78,1739.78,60,1
2310,5,6/28/2023,7/29/2023,7/29/2023,1997.32,1997.32,19,1
2312,24,6/3/2023,7/30/2023,7/30/2023,662.71,662.71,6,1
2313,30,4/8/2023,5/18/2023,5/20/2023,108.6383333,651.83,51,6
2316,22,1/21/2023,2/23/2023,2/25/2023,217.0966667,1302.58,55,6
2317,20,5/24/2023,7/5/2023,7/7/2023,52.54875,420.39,71,8
2321,3,6/9/2023,7/30/2023,8/1/2023,765.53,765.53,70,1
2326,22,2/9/2023,3/21/2023,3/23/2023,241.93,241.93,58,1
2327,2,2/21/2023,4/3/2023,4/3/2023,336.314,1681.57,14,5
2337,9,3/11/2023,5/5/2023,5/5/2023,474.3275,1897.31,16,4
2345,4,6/9/2023,8/4/2023,8/4/2023,791.715,1583.43,15,2
2347,19,5/29/2023,7/28/2023,7/30/2023,1505.2,1505.2,65,1
2350,6,2/18/2023,4/18/2023,4/19/2023,1018.06,1018.06,25,1
2354,5,6/30/2023,8/17/2023,8/18/2023,164.8271429,1153.79,36,7
2359,3,5/17/2023,7/10/2023,7/11/2023,80.57166667,483.43,29,6
2362,30,4/22/2023,5/31/2023,5/31/2023,486.4,486.4,11,1
2369,12,6/26/2023,7/30/2023,7/30/2023,304.6633333,1827.98,8,6
2372,23,1/21/2023,3/5/2023,3/6/2023,109.575,219.15,46,2
2376,17,1/8/2023,2/7/2023,2/9/2023,240.1833333,720.55,50,3
2379,13,6/3/2023,7/31/2023,8/1/2023,1949.84,1949.84,42,1
2381,10,5/11/2023,7/1/2023,7/2/2023,527.92,527.92,47,1
2383,17,2/6/2023,4/3/2023,4/3/2023,245.0483333,1470.29,3,6
2387,11,4/20/2023,6/13/2023,6/13/2023,719.58,719.58,16,1
2390,14,5/8/2023,6/25/2023,6/26/2023,146.1433333,876.86,41,6
2391,2,2/3/2023,3/12/2023,3/12/2023,722.61,722.61,22,1
2393,7,6/25/2023,8/9/2023,8/10/2023,66.146,330.73,34,5
2400,17,6/11/2023,7/21/2023,7/22/2023,1375.05,1375.05,36,1
2404,26,4/15/2023,6/13/2023,6/13/2023,1729.93,1729.93,4,1
2407,15,3/10/2023,4/23/2023,4/25/2023,1900.83,1900.83,52,1
2408,28,2/20/2023,4/10/2023,4/11/2023,473.96,473.96,30,1
2410,16,6/17/2023,8/3/2023,8/5/2023,51.846,259.23,64,5
2412,12,3/22/2023,5/7/2023,5/8/2023,1754.88,1754.88,47,1
2413,6,1/9/2023,2/10/2023,2/11/2023,461.14,461.14,47,1
2419,24,6/15/2023,7/29/2023,7/29/2023,124.37,124.37,19,1
2420,25,6/21/2023,8/2/2023,8/2/2023,479.05,479.05,9,1
2421,18,4/17/2023,6/14/2023,6/14/2023,1257.45,1257.45,17,1
2422,2,1/25/2023,2/24/2023,2/26/2023,89.44,178.88,53,2
2428,9,5/27/2023,7/18/2023,7/19/2023,333.684,1668.42,33,5
2431,21,3/17/2023,5/3/2023,5/4/2023,236.99125,1895.93,24,8
2437,14,1/4/2023,2/26/2023,2/28/2023,211.7333333,1270.4,55,6
2440,8,3/12/2023,4/16/2023,4/18/2023,251.4714286,1760.3,69,7
2441,13,1/30/2023,3/31/2023,4/1/2023,442.525,885.05,34,2
2449,12,3/22/2023,4/21/2023,4/22/2023,1547.38,1547.38,47,1
2460,2,5/3/2023,6/28/2023,6/28/2023,774.85,774.85,21,1
2461,25,1/10/2023,2/22/2023,2/22/2023,180.29,1081.74,11,6
2471,4,5/13/2023,7/9/2023,7/10/2023,100.41,100.41,29,1
2473,9,4/18/2023,6/10/2023,6/11/2023,554.145,1108.29,34,2
2479,16,5/6/2023,6/15/2023,6/17/2023,706.68,706.68,51,1
2481,7,4/28/2023,6/20/2023,6/22/2023,351.28,351.28,63,1
2492,11,4/28/2023,6/12/2023,6/13/2023,1766.69,1766.69,35,1
2493,17,1/11/2023,2/27/2023,2/27/2023,127.405,764.43,18,6
2494,19,5/29/2023,7/17/2023,7/19/2023,1506.34,1506.34,61,1
2501,26,6/29/2023,7/31/2023,7/31/2023,276.08,276.08,15,1
2508,10,5/31/2023,7/19/2023,7/19/2023,50.28333333,150.85,19,3
2509,1,4/29/2023,6/6/2023,6/7/2023,86.235,344.94,45,4
2510,10,3/20/2023,4/25/2023,4/26/2023,417.865,835.73,41,2
2520,7,1/12/2023,2/11/2023,2/11/2023,547.83,547.83,20,1
2523,1,2/13/2023,4/6/2023,4/7/2023,1764.63,1764.63,33,1
2531,10,6/28/2023,8/1/2023,8/3/2023,444.68,444.68,52,1
2533,29,6/30/2023,8/29/2023,8/29/2023,191.744,958.72,9,5
2541,19,4/14/2023,6/5/2023,6/7/2023,893.47,893.47,59,1
2551,18,5/16/2023,6/21/2023,6/23/2023,375.5866667,1126.76,50,3
2555,22,1/21/2023,2/21/2023,2/21/2023,481.0475,1924.19,19,4
2560,20,6/27/2023,8/9/2023,8/10/2023,318.02,318.02,42,1
2562,28,3/4/2023,4/30/2023,5/1/2023,244.586,1222.93,31,5
2563,20,2/19/2023,3/28/2023,3/28/2023,323.635,1294.54,19,4
2566,27,4/27/2023,6/13/2023,6/15/2023,328.2033333,1969.22,63,6
2568,3,2/12/2023,3/24/2023,3/24/2023,265.838,1329.19,14,5
2572,18,1/9/2023,2/12/2023,2/14/2023,780.57,780.57,65,1
2576,12,5/26/2023,6/26/2023,6/27/2023,234.27,1171.35,25,5
2578,20,5/30/2023,7/17/2023,7/19/2023,986.75,986.75,52,1
2589,6,4/12/2023,5/24/2023,5/25/2023,594.87,594.87,36,1
2590,8,2/18/2023,4/3/2023,4/3/2023,704.15,704.15,11,1
2596,4,1/6/2023,2/20/2023,2/22/2023,108.86,870.88,53,8
2598,26,1/28/2023,3/23/2023,3/25/2023,240.6266667,1443.76,62,6
2600,18,4/13/2023,5/27/2023,5/27/2023,462.16,462.16,4,1
2606,26,3/18/2023,5/17/2023,5/17/2023,806.89,806.89,19,1
2609,8,1/10/2023,2/23/2023,2/23/2023,688.375,1376.75,3,2
2623,23,5/28/2023,7/3/2023,7/5/2023,1317.85,1317.85,66,1
2632,18,2/22/2023,3/28/2023,3/29/2023,78.865,315.46,27,4
2634,17,6/5/2023,7/16/2023,7/17/2023,1329.57,1329.57,39,1
2643,12,5/23/2023,7/16/2023,7/16/2023,1111.8,1111.8,7,1
2644,15,5/28/2023,7/7/2023,7/8/2023,74.21666667,445.3,27,6
2654,22,5/24/2023,7/8/2023,7/8/2023,186.87,1494.96,11,8
2656,30,1/22/2023,3/7/2023,3/8/2023,1665.82,1665.82,38,1
2661,6,6/28/2023,8/4/2023,8/6/2023,164.165,1313.32,57,8
2665,8,4/17/2023,5/31/2023,5/31/2023,706.6,706.6,19,1
2674,20,4/17/2023,6/11/2023,6/12/2023,407.56,407.56,33,1
2675,29,5/7/2023,6/9/2023,6/10/2023,336.18,336.18,26,1
2683,10,2/10/2023,3/17/2023,3/18/2023,680.8,680.8,36,1
2684,1,5/31/2023,7/15/2023,7/17/2023,207.136,1035.68,55,5
2692,14,4/28/2023,6/12/2023,6/12/2023,1430.51,1430.51,22,1
2698,16,6/10/2023,7/25/2023,7/25/2023,907.325,1814.65,10,2
2699,1,4/13/2023,6/6/2023,6/8/2023,227.036,1135.18,54,5
2700,16,5/24/2023,7/8/2023,7/9/2023,136.4933333,409.48,24,3
2705,26,1/20/2023,3/20/2023,3/22/2023,1394.51,1394.51,71,1
2707,8,5/30/2023,7/4/2023,7/5/2023,1180.48,1180.48,39,1
2710,17,3/4/2023,4/21/2023,4/22/2023,337.4633333,1012.39,26,3
2712,13,2/24/2023,4/6/2023,4/7/2023,310.936,1554.68,32,5
2714,22,5/29/2023,7/6/2023,7/7/2023,1096.04,1096.04,29,1
2719,22,2/19/2023,4/6/2023,4/7/2023,579.03,579.03,25,1
2722,9,3/25/2023,4/24/2023,4/26/2023,145.644,728.22,53,5
2724,16,3/7/2023,4/11/2023,4/11/2023,29.7675,238.14,18,8
2726,22,3/30/2023,5/8/2023,5/10/2023,69.152,345.76,62,5
2727,3,2/3/2023,3/18/2023,3/19/2023,1581.58,1581.58,31,1
2734,25,6/6/2023,7/11/2023,7/13/2023,556.92,556.92,54,1
2740,11,4/15/2023,6/6/2023,6/6/2023,347.59,347.59,22,1
2746,7,5/14/2023,6/16/2023,6/16/2023,1539.06,1539.06,16,1
2756,28,2/27/2023,4/2/2023,4/2/2023,235.78375,1886.27,17,8
2757,26,4/8/2023,5/17/2023,5/18/2023,227.57,227.57,32,1
2767,2,6/29/2023,8/1/2023,8/1/2023,1802.49,1802.49,14,1
2768,9,4/7/2023,5/16/2023,5/18/2023,1667.23,1667.23,65,1
2770,15,6/14/2023,7/14/2023,7/14/2023,1539.25,1539.25,4,1
2772,29,6/28/2023,8/26/2023,8/27/2023,211.5,211.5,42,1
2777,28,5/27/2023,6/26/2023,6/27/2023,559.55,559.55,46,1
